Merchant Store ID,Month,Week,Date,Day,Day part,Sales,Payouts,Mkt Spend,Customer Discounts,Orders,GC $0-15,GC $15-20,GC $20-25,GC $25-30,GC $30-$35,GC $35-$40,GC $40+,Count of Orders Mktg Driven,Profitability_%,AOV,Total Orders,Orders Inf by Promo,Orders inf by Ads,Orders inf by both,Organic Orders
15272,2026-05,5/25-5/31,2026-05-25,Monday,Breakfast,158.8,137.9,-6.0,-10.0,6,0,0,3,0,3,0,0,3,86.9,26.5,6,1,1,1,3
15272,2026-05,5/25-5/31,2026-05-25,Monday,Lunch,132.9,112.6,0.0,-15.0,5,1,0,1,2,0,0,1,3,84.7,26.6,5,3,0,0,2
15272,2026-05,5/25-5/31,2026-05-25,Monday,Afternoon,49.9,42.5,0.0,-5.0,2,0,0,1,1,0,0,0,1,85.2,25.0,2,1,0,0,1
15272,2026-05,5/25-5/31,2026-05-25,Monday,Dinner,60.5,57.6,0.0,0.0,3,1,1,0,0,1,0,0,0,95.2,20.2,3,0,0,0,3
15272,2026-05,5/25-5/31,2026-05-25,Monday,Late night,58.2,45.7,0.0,-13.0,3,1,0,1,1,0,0,0,3,78.4,19.4,3,3,0,0,0
15272,2026-05,5/25-5/31,2026-05-26,Tuesday,Breakfast,79.3,70.6,0.0,-5.0,3,1,0,0,1,0,0,1,1,89.0,26.4,3,1,0,0,2
15272,2026-05,5/25-5/31,2026-05-26,Tuesday,Lunch,90.2,81.6,0.0,-5.0,4,1,1,0,1,1,0,0,1,90.5,22.5,4,1,0,0,3
15272,2026-05,5/25-5/31,2026-05-26,Tuesday,Afternoon,25.9,19.8,0.0,-5.0,1,0,0,0,1,0,0,0,1,76.4,25.9,1,1,0,0,0
15272,2026-05,5/25-5/31,2026-05-26,Tuesday,Dinner,117.6,111.8,0.0,0.0,5,0,3,1,0,0,1,0,0,95.1,23.5,5,0,0,0,5
15272,2026-05,5/25-5/31,2026-05-26,Tuesday,Late night,78.4,69.5,0.0,-5.0,4,0,1,3,0,0,0,0,1,88.6,19.6,4,1,0,0,3
15272,2026-05,5/25-5/31,2026-05-27,Wednesday,Breakfast,55.1,36.6,-3.0,-14.0,3,2,0,1,1,0,0,0,3,66.4,18.4,3,2,1,0,0
15272,2026-05,5/25-5/31,2026-05-27,Wednesday,Lunch,84.5,81.3,0.0,0.0,5,3,1,0,0,1,0,0,0,96.2,16.9,5,0,0,0,5
15272,2026-05,5/25-5/31,2026-05-27,Wednesday,Afternoon,95.8,81.2,0.0,-10.0,4,1,0,0,3,0,0,0,2,84.8,24.0,4,2,0,0,2
15272,2026-05,5/25-5/31,2026-05-27,Wednesday,Dinner,123.3,123.0,0.0,-10.0,6,2,1,1,0,2,0,0,2,99.8,20.6,6,2,0,0,4
15272,2026-05,5/25-5/31,2026-05-27,Wednesday,Late night,89.2,97.4,0.0,-7.9,5,4,0,1,1,0,0,0,1,109.3,17.8,5,1,0,0,4
15272,2026-05,5/25-5/31,2026-05-28,Thursday,Breakfast,91.3,86.4,0.0,0.0,3,0,1,1,0,0,0,1,0,94.6,30.4,3,0,0,0,3
15272,2026-05,5/25-5/31,2026-05-28,Thursday,Lunch,29.6,28.4,0.0,0.0,2,1,1,0,0,0,0,0,0,95.8,14.8,2,0,0,0,2
15272,2026-05,5/25-5/31,2026-05-28,Thursday,Afternoon,121.3,111.6,0.0,-5.0,6,2,2,1,0,0,1,0,1,92.0,20.2,6,1,0,0,5
15272,2026-05,5/25-5/31,2026-05-28,Thursday,Dinner,190.2,171.4,0.0,-10.0,8,1,5,0,0,0,0,2,2,90.1,23.8,8,2,0,0,6
15272,2026-05,5/25-5/31,2026-05-28,Thursday,Late night,265.0,217.0,-3.0,-32.8,12,5,0,3,5,1,0,0,6,81.9,22.1,12,5,0,1,6
15272,2026-05,5/25-5/31,2026-05-29,Friday,Breakfast,89.3,78.4,0.0,-7.0,5,3,0,1,0,1,0,0,1,87.8,17.9,5,1,0,0,4
15272,2026-05,5/25-5/31,2026-05-29,Friday,Lunch,43.1,41.4,0.0,0.0,2,0,1,0,1,0,0,0,0,96.1,21.5,2,0,0,0,2
15272,2026-05,5/25-5/31,2026-05-29,Friday,Afternoon,61.0,59.9,0.0,-5.0,3,1,0,0,1,1,0,0,1,98.2,20.3,3,1,0,0,2
15272,2026-05,5/25-5/31,2026-05-29,Friday,Dinner,354.7,342.8,-4.0,-20.0,15,5,1,2,2,1,2,2,5,96.6,23.6,15,3,1,1,10
15272,2026-05,5/25-5/31,2026-05-29,Friday,Late night,144.3,129.8,-3.0,-5.0,5,0,0,3,0,0,1,1,2,89.9,28.9,5,1,1,0,3
15272,2026-05,5/25-5/31,2026-05-30,Saturday,Breakfast,181.5,152.8,0.0,-21.0,7,1,0,3,1,0,2,0,3,84.1,25.9,7,3,0,0,4
15272,2026-05,5/25-5/31,2026-05-30,Saturday,Lunch,82.5,78.4,0.0,0.0,4,3,0,0,0,0,0,1,0,95.0,20.6,4,0,0,0,4
15272,2026-05,5/25-5/31,2026-05-30,Saturday,Afternoon,55.6,53.4,0.0,0.0,2,0,0,0,2,0,0,0,0,96.0,27.8,2,0,0,0,2
15272,2026-05,5/25-5/31,2026-05-30,Saturday,Dinner,162.7,150.2,0.0,-7.0,7,0,4,0,2,0,1,0,2,92.3,23.2,7,2,0,0,5
15272,2026-05,5/25-5/31,2026-05-30,Saturday,Late night,128.9,123.2,0.0,0.0,5,2,1,0,0,0,1,1,0,95.6,25.8,5,0,0,0,5
15272,2026-05,5/25-5/31,2026-05-31,Sunday,Breakfast,110.6,98.7,0.0,0.0,5,1,2,2,0,0,1,0,0,89.2,22.1,5,0,0,0,5
15272,2026-05,5/25-5/31,2026-05-31,Sunday,Lunch,39.0,29.7,0.0,-7.9,2,1,0,0,1,0,0,0,1,76.2,19.5,2,1,0,0,1
15272,2026-05,5/25-5/31,2026-05-31,Sunday,Afternoon,93.0,78.5,0.0,-10.0,3,0,1,0,1,0,0,1,2,84.5,31.0,3,2,0,0,1
15272,2026-05,5/25-5/31,2026-05-31,Sunday,Dinner,142.8,122.4,0.0,-21.2,4,1,0,1,1,1,0,1,2,85.7,35.7,4,2,0,0,2
15272,2026-05,5/25-5/31,2026-05-31,Sunday,Late night,167.6,110.9,0.0,-20.0,8,4,3,2,1,1,0,0,4,66.2,20.9,8,4,0,0,4
18869,2026-05,5/25-5/31,2026-05-25,Monday,Early morning,221.9,168.8,-3.0,-28.0,13,5,3,3,0,2,0,0,6,76.1,17.1,13,5,1,0,7
18869,2026-05,5/25-5/31,2026-05-25,Monday,Breakfast,111.9,104.4,0.0,0.0,7,1,5,1,0,0,0,0,0,93.2,16.0,7,0,0,0,7
18869,2026-05,5/25-5/31,2026-05-25,Monday,Lunch,163.7,140.4,-3.0,-25.0,6,0,1,1,2,1,1,0,2,85.7,27.3,6,1,0,1,4
18869,2026-05,5/25-5/31,2026-05-25,Monday,Afternoon,70.9,85.1,0.0,-5.0,5,2,1,0,2,0,0,0,1,120.0,14.2,5,1,0,0,4
18869,2026-05,5/25-5/31,2026-05-25,Monday,Dinner,213.8,158.2,-9.0,-37.0,8,2,1,0,2,1,0,2,5,74.0,26.7,8,2,0,3,3
18869,2026-05,5/25-5/31,2026-05-25,Monday,Late night,297.6,232.1,0.0,-25.0,14,3,5,3,1,1,0,1,5,78.0,21.3,14,5,0,0,9
18869,2026-05,5/25-5/31,2026-05-26,Tuesday,Early morning,168.8,127.8,0.0,-5.0,9,2,2,3,1,0,0,1,1,75.7,18.8,9,1,0,0,8
18869,2026-05,5/25-5/31,2026-05-26,Tuesday,Breakfast,80.6,69.4,0.0,-6.6,4,1,0,2,0,1,0,0,1,86.1,20.2,4,1,0,0,3
18869,2026-05,5/25-5/31,2026-05-26,Tuesday,Lunch,271.8,243.2,0.0,-10.0,10,1,1,2,3,2,0,1,2,89.5,27.2,10,2,0,0,8
18869,2026-05,5/25-5/31,2026-05-26,Tuesday,Afternoon,132.8,112.9,-3.0,-19.6,4,0,1,1,0,1,0,1,3,85.0,33.2,4,2,0,1,1
18869,2026-05,5/25-5/31,2026-05-26,Tuesday,Dinner,159.7,144.3,0.0,-5.0,6,1,0,0,3,1,1,0,1,90.4,26.6,6,1,0,0,5
