Merchant Store ID,Day,Day part,Sales,Payouts,Orders,AOV,Week
15272,Monday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
15272,Monday,Breakfast,158.8,137.9,6.0,26.47,5/25-5/31
15272,Monday,Lunch,132.9,112.6,5.0,26.58,5/25-5/31
15272,Monday,Afternoon,49.9,42.5,2.0,24.95,5/25-5/31
15272,Monday,Dinner,60.5,57.6,3.0,20.17,5/25-5/31
15272,Monday,Late night,58.2,45.7,3.0,19.4,5/25-5/31
15272,Tuesday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
15272,Tuesday,Breakfast,79.3,70.6,3.0,26.43,5/25-5/31
15272,Tuesday,Lunch,90.2,81.6,4.0,22.55,5/25-5/31
15272,Tuesday,Afternoon,25.9,19.8,1.0,25.9,5/25-5/31
15272,Tuesday,Dinner,117.6,111.8,5.0,23.52,5/25-5/31
15272,Tuesday,Late night,78.4,69.5,4.0,19.6,5/25-5/31
15272,Wednesday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
15272,Wednesday,Breakfast,55.1,36.6,3.0,18.37,5/25-5/31
15272,Wednesday,Lunch,84.5,81.3,5.0,16.9,5/25-5/31
15272,Wednesday,Afternoon,95.8,81.2,4.0,23.95,5/25-5/31
15272,Wednesday,Dinner,123.3,123.0,6.0,20.55,5/25-5/31
15272,Wednesday,Late night,89.2,97.4,5.0,17.84,5/25-5/31
15272,Thursday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
15272,Thursday,Breakfast,91.3,86.4,3.0,30.43,5/25-5/31
15272,Thursday,Lunch,29.6,28.4,2.0,14.8,5/25-5/31
15272,Thursday,Afternoon,121.3,111.6,6.0,20.22,5/25-5/31
15272,Thursday,Dinner,190.2,171.4,8.0,23.77,5/25-5/31
15272,Thursday,Late night,265.0,217.0,12.0,22.08,5/25-5/31
15272,Friday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
15272,Friday,Breakfast,89.3,78.4,5.0,17.86,5/25-5/31
15272,Friday,Lunch,43.1,41.4,2.0,21.55,5/25-5/31
15272,Friday,Afternoon,61.0,59.9,3.0,20.33,5/25-5/31
15272,Friday,Dinner,354.7,342.8,15.0,23.65,5/25-5/31
15272,Friday,Late night,144.3,129.8,5.0,28.86,5/25-5/31
15272,Saturday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
15272,Saturday,Breakfast,181.5,152.8,7.0,25.93,5/25-5/31
15272,Saturday,Lunch,82.5,78.4,4.0,20.62,5/25-5/31
15272,Saturday,Afternoon,55.6,53.4,2.0,27.8,5/25-5/31
15272,Saturday,Dinner,162.7,150.2,7.0,23.24,5/25-5/31
15272,Saturday,Late night,128.9,123.2,5.0,25.78,5/25-5/31
15272,Sunday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
15272,Sunday,Breakfast,110.6,98.7,5.0,22.12,5/25-5/31
15272,Sunday,Lunch,39.0,29.7,2.0,19.5,5/25-5/31
15272,Sunday,Afternoon,93.0,78.5,3.0,31.0,5/25-5/31
15272,Sunday,Dinner,142.8,122.4,4.0,35.7,5/25-5/31
15272,Sunday,Late night,167.6,110.9,8.0,20.95,5/25-5/31
18869,Monday,Early morning,221.9,168.8,13.0,17.07,5/25-5/31
18869,Monday,Breakfast,111.9,104.4,7.0,15.99,5/25-5/31
18869,Monday,Lunch,163.7,140.4,6.0,27.28,5/25-5/31
18869,Monday,Afternoon,70.9,85.1,5.0,14.18,5/25-5/31
18869,Monday,Dinner,213.8,158.2,8.0,26.73,5/25-5/31
18869,Monday,Late night,297.6,232.1,14.0,21.26,5/25-5/31
18869,Tuesday,Early morning,168.8,127.8,9.0,18.76,5/25-5/31
18869,Tuesday,Breakfast,80.6,69.4,4.0,20.15,5/25-5/31
18869,Tuesday,Lunch,271.8,243.2,10.0,27.18,5/25-5/31
18869,Tuesday,Afternoon,132.8,112.9,4.0,33.2,5/25-5/31
18869,Tuesday,Dinner,159.7,144.3,6.0,26.62,5/25-5/31
18869,Tuesday,Late night,211.4,168.3,9.0,23.49,5/25-5/31
18869,Wednesday,Early morning,255.2,217.2,12.0,21.27,5/25-5/31
18869,Wednesday,Breakfast,158.2,113.4,8.0,19.77,5/25-5/31
18869,Wednesday,Lunch,36.2,28.9,2.0,18.1,5/25-5/31
18869,Wednesday,Afternoon,115.9,103.0,3.0,38.63,5/25-5/31
18869,Wednesday,Dinner,163.7,158.3,12.0,13.64,5/25-5/31
18869,Wednesday,Late night,192.4,223.6,8.0,24.05,5/25-5/31
18869,Thursday,Early morning,150.6,140.2,6.0,25.1,5/25-5/31
18869,Thursday,Breakfast,100.5,81.6,5.0,20.1,5/25-5/31
18869,Thursday,Lunch,107.8,88.5,5.0,21.56,5/25-5/31
18869,Thursday,Afternoon,135.3,136.8,8.0,16.91,5/25-5/31
18869,Thursday,Dinner,317.9,272.6,16.0,19.87,5/25-5/31
18869,Thursday,Late night,281.3,235.4,14.0,20.09,5/25-5/31
18869,Friday,Early morning,432.3,393.7,17.0,25.43,5/25-5/31
18869,Friday,Breakfast,101.3,111.6,7.0,14.47,5/25-5/31
18869,Friday,Lunch,199.5,158.5,8.0,24.94,5/25-5/31
18869,Friday,Afternoon,52.5,51.9,4.0,13.12,5/25-5/31
18869,Friday,Dinner,298.3,242.0,12.0,24.86,5/25-5/31
18869,Friday,Late night,173.0,153.4,9.0,19.22,5/25-5/31
18869,Saturday,Early morning,296.7,262.6,12.0,24.72,5/25-5/31
18869,Saturday,Breakfast,270.5,227.9,11.0,24.59,5/25-5/31
18869,Saturday,Lunch,119.8,127.3,7.0,17.11,5/25-5/31
18869,Saturday,Afternoon,150.2,124.7,4.0,37.55,5/25-5/31
18869,Saturday,Dinner,318.4,270.3,13.0,24.49,5/25-5/31
18869,Saturday,Late night,362.3,295.5,17.0,21.31,5/25-5/31
18869,Sunday,Early morning,396.9,350.0,15.0,26.46,5/25-5/31
18869,Sunday,Breakfast,216.9,161.7,9.0,24.1,5/25-5/31
18869,Sunday,Lunch,206.0,163.0,11.0,18.73,5/25-5/31
18869,Sunday,Afternoon,104.1,89.0,4.0,26.02,5/25-5/31
18869,Sunday,Dinner,136.4,123.4,10.0,13.64,5/25-5/31
18869,Sunday,Late night,236.1,201.1,11.0,21.46,5/25-5/31
22658,Monday,Early morning,247.7,197.9,11.0,22.52,5/25-5/31
22658,Monday,Breakfast,169.6,141.1,8.0,21.2,5/25-5/31
22658,Monday,Lunch,121.2,104.1,5.0,24.24,5/25-5/31
22658,Monday,Afternoon,117.4,91.9,5.0,23.48,5/25-5/31
22658,Monday,Dinner,193.8,171.1,9.0,21.53,5/25-5/31
22658,Monday,Late night,314.2,278.8,11.0,28.56,5/25-5/31
22658,Tuesday,Early morning,351.2,303.1,15.0,23.41,5/25-5/31
22658,Tuesday,Breakfast,125.4,112.6,5.0,25.08,5/25-5/31
22658,Tuesday,Lunch,92.0,79.6,6.0,15.33,5/25-5/31
22658,Tuesday,Afternoon,27.3,26.2,2.0,13.65,5/25-5/31
22658,Tuesday,Dinner,207.3,186.9,11.0,18.85,5/25-5/31
22658,Tuesday,Late night,152.3,138.2,7.0,21.76,5/25-5/31
22658,Wednesday,Early morning,144.1,118.8,6.0,24.02,5/25-5/31
22658,Wednesday,Breakfast,226.1,192.2,10.0,22.61,5/25-5/31
22658,Wednesday,Lunch,193.4,164.5,10.0,19.34,5/25-5/31
22658,Wednesday,Afternoon,27.0,20.6,1.0,27.0,5/25-5/31
22658,Wednesday,Dinner,70.8,60.2,3.0,23.6,5/25-5/31
22658,Wednesday,Late night,160.2,191.9,7.0,22.89,5/25-5/31
22658,Thursday,Early morning,306.5,260.0,13.0,23.58,5/25-5/31
22658,Thursday,Breakfast,256.9,233.6,10.0,25.69,5/25-5/31
22658,Thursday,Lunch,148.6,134.7,6.0,24.77,5/25-5/31
22658,Thursday,Afternoon,98.0,83.0,5.0,19.6,5/25-5/31
22658,Thursday,Dinner,312.0,241.6,11.0,28.36,5/25-5/31
22658,Thursday,Late night,117.1,99.2,7.0,16.73,5/25-5/31
22658,Friday,Early morning,188.9,158.2,8.0,23.61,5/25-5/31
22658,Friday,Breakfast,199.6,190.0,12.0,16.63,5/25-5/31
22658,Friday,Lunch,87.2,77.3,5.0,17.44,5/25-5/31
22658,Friday,Afternoon,146.4,178.8,10.0,14.64,5/25-5/31
22658,Friday,Dinner,267.3,227.2,10.0,26.73,5/25-5/31
22658,Friday,Late night,407.3,343.5,17.0,23.96,5/25-5/31
22658,Saturday,Early morning,199.2,158.5,11.0,18.11,5/25-5/31
22658,Saturday,Breakfast,96.5,90.4,5.0,19.3,5/25-5/31
22658,Saturday,Lunch,233.8,214.6,10.0,23.38,5/25-5/31
22658,Saturday,Afternoon,37.3,27.6,2.0,18.65,5/25-5/31
22658,Saturday,Dinner,242.8,205.1,10.0,24.28,5/25-5/31
22658,Saturday,Late night,344.4,284.9,16.0,21.52,5/25-5/31
22658,Sunday,Early morning,135.1,113.2,6.0,22.52,5/25-5/31
22658,Sunday,Breakfast,285.2,217.2,12.0,23.77,5/25-5/31
22658,Sunday,Lunch,82.3,78.0,6.0,13.72,5/25-5/31
22658,Sunday,Afternoon,112.6,80.0,4.0,28.15,5/25-5/31
22658,Sunday,Dinner,237.7,199.2,11.0,21.61,5/25-5/31
22658,Sunday,Late night,173.7,134.3,9.0,19.3,5/25-5/31
23299,Monday,Early morning,709.2,592.8,29.0,24.46,5/25-5/31
23299,Monday,Breakfast,281.8,249.4,15.0,18.79,5/25-5/31
23299,Monday,Lunch,155.7,122.0,9.0,17.3,5/25-5/31
23299,Monday,Afternoon,76.5,88.2,5.0,15.3,5/25-5/31
23299,Monday,Dinner,264.8,206.5,13.0,20.37,5/25-5/31
23299,Monday,Late night,232.2,205.0,12.0,19.35,5/25-5/31
23299,Tuesday,Early morning,201.1,150.2,11.0,18.28,5/25-5/31
23299,Tuesday,Breakfast,77.2,60.7,5.0,15.44,5/25-5/31
23299,Tuesday,Lunch,153.5,141.2,7.0,21.93,5/25-5/31
23299,Tuesday,Afternoon,11.6,11.1,1.0,11.6,5/25-5/31
23299,Tuesday,Dinner,179.2,146.9,11.0,16.29,5/25-5/31
23299,Tuesday,Late night,276.3,245.6,16.0,17.27,5/25-5/31
23299,Wednesday,Early morning,383.1,323.2,19.0,20.16,5/25-5/31
23299,Wednesday,Breakfast,106.2,89.3,6.0,17.7,5/25-5/31
23299,Wednesday,Lunch,252.6,213.8,10.0,25.26,5/25-5/31
23299,Wednesday,Afternoon,117.5,108.2,6.0,19.58,5/25-5/31
23299,Wednesday,Dinner,423.8,378.3,21.0,20.18,5/25-5/31
23299,Wednesday,Late night,300.5,324.8,16.0,18.78,5/25-5/31
23299,Thursday,Early morning,479.6,421.6,22.0,21.8,5/25-5/31
23299,Thursday,Breakfast,242.7,208.8,13.0,18.67,5/25-5/31
23299,Thursday,Lunch,159.6,164.0,9.0,17.73,5/25-5/31
23299,Thursday,Afternoon,146.2,131.1,6.0,24.37,5/25-5/31
23299,Thursday,Dinner,317.9,276.3,15.0,21.19,5/25-5/31
23299,Thursday,Late night,570.9,510.0,26.0,21.96,5/25-5/31
23299,Friday,Early morning,395.7,337.4,18.0,21.98,5/25-5/31
23299,Friday,Breakfast,381.9,341.5,21.0,18.19,5/25-5/31
23299,Friday,Lunch,309.6,265.2,13.0,23.82,5/25-5/31
23299,Friday,Afternoon,87.2,119.2,7.0,12.46,5/25-5/31
23299,Friday,Dinner,422.0,363.1,18.0,23.44,5/25-5/31
23299,Friday,Late night,468.4,373.8,23.0,20.37,5/25-5/31
23299,Saturday,Early morning,419.1,344.3,21.0,19.96,5/25-5/31
23299,Saturday,Breakfast,455.5,408.6,20.0,22.77,5/25-5/31
23299,Saturday,Lunch,149.3,135.9,6.0,24.88,5/25-5/31
23299,Saturday,Afternoon,272.0,268.1,16.0,17.0,5/25-5/31
23299,Saturday,Dinner,396.2,440.2,19.0,20.85,5/25-5/31
23299,Saturday,Late night,416.6,365.1,21.0,19.84,5/25-5/31
23299,Sunday,Early morning,1039.6,852.6,46.0,22.6,5/25-5/31
23299,Sunday,Breakfast,376.2,342.4,16.0,23.51,5/25-5/31
23299,Sunday,Lunch,98.6,83.7,4.0,24.65,5/25-5/31
23299,Sunday,Afternoon,124.9,117.0,6.0,20.82,5/25-5/31
23299,Sunday,Dinner,251.0,226.3,13.0,19.31,5/25-5/31
23299,Sunday,Late night,397.3,346.4,18.0,22.07,5/25-5/31
348,Monday,Early morning,312.1,272.2,13.0,24.01,5/25-5/31
348,Monday,Breakfast,232.8,202.7,9.0,25.87,5/25-5/31
348,Monday,Lunch,76.2,67.4,2.0,38.1,5/25-5/31
348,Monday,Afternoon,0.0,5.6,2.0,0.0,5/25-5/31
348,Monday,Dinner,139.3,119.7,7.0,19.9,5/25-5/31
348,Monday,Late night,90.9,69.8,6.0,15.15,5/25-5/31
348,Tuesday,Early morning,176.2,168.7,8.0,22.02,5/25-5/31
348,Tuesday,Breakfast,85.5,69.0,5.0,17.1,5/25-5/31
348,Tuesday,Lunch,53.9,49.0,4.0,13.47,5/25-5/31
348,Tuesday,Afternoon,59.4,46.8,3.0,19.8,5/25-5/31
348,Tuesday,Dinner,216.0,182.2,7.0,30.86,5/25-5/31
348,Tuesday,Late night,172.2,146.3,8.0,21.52,5/25-5/31
348,Wednesday,Early morning,132.0,115.6,7.0,18.86,5/25-5/31
348,Wednesday,Breakfast,123.8,89.0,5.0,24.76,5/25-5/31
348,Wednesday,Lunch,131.7,120.7,3.0,43.9,5/25-5/31
348,Wednesday,Afternoon,70.6,67.8,3.0,23.53,5/25-5/31
348,Wednesday,Dinner,68.7,60.8,5.0,13.74,5/25-5/31
348,Wednesday,Late night,159.5,170.0,6.0,26.58,5/25-5/31
348,Thursday,Early morning,145.8,139.1,9.0,16.2,5/25-5/31
348,Thursday,Breakfast,185.0,158.4,9.0,20.56,5/25-5/31
348,Thursday,Lunch,16.6,15.7,1.0,16.6,5/25-5/31
348,Thursday,Afternoon,56.4,51.3,3.0,18.8,5/25-5/31
348,Thursday,Dinner,111.0,92.0,5.0,22.2,5/25-5/31
348,Thursday,Late night,103.9,93.9,6.0,17.32,5/25-5/31
348,Friday,Early morning,219.9,198.2,12.0,18.32,5/25-5/31
348,Friday,Breakfast,341.7,286.0,14.0,24.41,5/25-5/31
348,Friday,Lunch,64.9,62.2,4.0,16.23,5/25-5/31
348,Friday,Afternoon,13.3,19.0,2.0,6.65,5/25-5/31
348,Friday,Dinner,265.7,260.1,11.0,24.15,5/25-5/31
348,Friday,Late night,163.0,145.0,6.0,27.17,5/25-5/31
348,Saturday,Early morning,227.4,202.8,8.0,28.43,5/25-5/31
348,Saturday,Breakfast,239.7,191.4,11.0,21.79,5/25-5/31
348,Saturday,Lunch,192.3,174.8,6.0,32.05,5/25-5/31
348,Saturday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
348,Saturday,Dinner,44.1,37.6,3.0,14.7,5/25-5/31
348,Saturday,Late night,154.0,143.0,7.0,22.0,5/25-5/31
348,Sunday,Early morning,94.8,81.6,5.0,18.96,5/25-5/31
348,Sunday,Breakfast,173.1,139.4,8.0,21.64,5/25-5/31
348,Sunday,Lunch,140.3,115.8,5.0,28.06,5/25-5/31
348,Sunday,Afternoon,39.2,63.2,4.0,9.8,5/25-5/31
348,Sunday,Dinner,104.4,98.8,5.0,20.88,5/25-5/31
348,Sunday,Late night,146.2,138.7,5.0,29.24,5/25-5/31
5709,Monday,Early morning,0.0,-7.1,1.0,0.0,5/25-5/31
5709,Monday,Breakfast,65.2,61.0,2.0,32.6,5/25-5/31
5709,Monday,Lunch,76.3,62.1,3.0,25.43,5/25-5/31
5709,Monday,Afternoon,115.0,109.9,4.0,28.75,5/25-5/31
5709,Monday,Dinner,30.0,28.4,2.0,15.0,5/25-5/31
5709,Monday,Late night,82.1,72.2,2.0,41.05,5/25-5/31
5709,Tuesday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
5709,Tuesday,Breakfast,57.8,47.6,2.0,28.9,5/25-5/31
5709,Tuesday,Lunch,92.2,77.6,4.0,23.05,5/25-5/31
5709,Tuesday,Afternoon,57.2,42.2,3.0,19.07,5/25-5/31
