Merchant Store ID,Day,Day part,Sales,Payouts,Orders,AOV,Week
3206,Monday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
3206,Monday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
3206,Monday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
3206,Monday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
3206,Monday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
3206,Monday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
3206,Tuesday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
3206,Tuesday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
3206,Tuesday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
3206,Tuesday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
3206,Tuesday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
3206,Tuesday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
3206,Wednesday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
3206,Wednesday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
3206,Wednesday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
3206,Wednesday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
3206,Wednesday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
3206,Wednesday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
3206,Thursday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
3206,Thursday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
3206,Thursday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
3206,Thursday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
3206,Thursday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
3206,Thursday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
3206,Friday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
3206,Friday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
3206,Friday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
3206,Friday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
3206,Friday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
3206,Friday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
3206,Saturday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
3206,Saturday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
3206,Saturday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
3206,Saturday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
3206,Saturday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
3206,Saturday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
3206,Sunday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
3206,Sunday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
3206,Sunday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
3206,Sunday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
3206,Sunday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
3206,Sunday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
493,Monday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
493,Monday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
493,Monday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
493,Monday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
493,Monday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
493,Monday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
493,Tuesday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
493,Tuesday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
493,Tuesday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
493,Tuesday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
493,Tuesday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
493,Tuesday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
493,Wednesday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
493,Wednesday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
493,Wednesday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
493,Wednesday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
493,Wednesday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
493,Wednesday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
493,Thursday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
493,Thursday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
493,Thursday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
493,Thursday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
493,Thursday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
493,Thursday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
493,Friday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
493,Friday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
493,Friday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
493,Friday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
493,Friday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
493,Friday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
493,Saturday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
493,Saturday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
493,Saturday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
493,Saturday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
493,Saturday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
493,Saturday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
493,Sunday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
493,Sunday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
493,Sunday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
493,Sunday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
493,Sunday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
493,Sunday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
574,Monday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
574,Monday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
574,Monday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
574,Monday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
574,Monday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
574,Monday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
574,Tuesday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
574,Tuesday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
574,Tuesday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
574,Tuesday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
574,Tuesday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
574,Tuesday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
574,Wednesday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
574,Wednesday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
574,Wednesday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
574,Wednesday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
574,Wednesday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
574,Wednesday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
574,Thursday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
574,Thursday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
574,Thursday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
574,Thursday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
574,Thursday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
574,Thursday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
574,Friday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
574,Friday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
574,Friday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
574,Friday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
574,Friday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
574,Friday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
574,Saturday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
574,Saturday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
574,Saturday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
574,Saturday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
574,Saturday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
574,Saturday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
574,Sunday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
574,Sunday,Breakfast,0.0,0.0,0.0,0.0,5/25-5/31
574,Sunday,Lunch,0.0,0.0,0.0,0.0,5/25-5/31
574,Sunday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
574,Sunday,Dinner,0.0,0.0,0.0,0.0,5/25-5/31
574,Sunday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
