Merchant Store ID,Day,Day part,Sales,Payouts,Orders,AOV,Week
3206,Monday,Early morning,0.0,-4.5,1.0,0.0,5/18-5/24
3206,Monday,Breakfast,116.0,94.9,7.0,16.57,5/18-5/24
3206,Monday,Lunch,54.8,47.5,4.0,13.7,5/18-5/24
3206,Monday,Afternoon,59.7,46.1,4.0,14.93,5/18-5/24
3206,Monday,Dinner,166.1,131.1,9.0,18.46,5/18-5/24
3206,Monday,Late night,260.4,173.6,10.0,26.04,5/18-5/24
3206,Tuesday,Early morning,0.0,0.0,0.0,0.0,5/18-5/24
3206,Tuesday,Breakfast,161.7,122.0,10.0,16.17,5/18-5/24
3206,Tuesday,Lunch,154.0,121.3,8.0,19.25,5/18-5/24
3206,Tuesday,Afternoon,71.5,54.3,2.0,35.75,5/18-5/24
3206,Tuesday,Dinner,205.3,152.4,8.0,25.66,5/18-5/24
3206,Tuesday,Late night,69.4,59.6,4.0,17.35,5/18-5/24
3206,Wednesday,Early morning,0.0,0.0,0.0,0.0,5/18-5/24
3206,Wednesday,Breakfast,408.2,308.9,21.0,19.44,5/18-5/24
3206,Wednesday,Lunch,114.4,91.8,5.0,22.88,5/18-5/24
3206,Wednesday,Afternoon,66.8,47.1,4.0,16.7,5/18-5/24
3206,Wednesday,Dinner,227.6,168.2,11.0,20.69,5/18-5/24
3206,Wednesday,Late night,230.4,212.8,13.0,17.72,5/18-5/24
3206,Thursday,Early morning,0.0,-1.6,1.0,0.0,5/18-5/24
3206,Thursday,Breakfast,305.2,215.7,17.0,17.95,5/18-5/24
3206,Thursday,Lunch,275.9,210.9,12.0,22.99,5/18-5/24
3206,Thursday,Afternoon,66.8,53.9,2.0,33.4,5/18-5/24
3206,Thursday,Dinner,347.4,263.9,13.0,26.72,5/18-5/24
3206,Thursday,Late night,120.2,103.6,6.0,20.03,5/18-5/24
3206,Friday,Early morning,29.0,56.7,7.0,4.14,5/18-5/24
3206,Friday,Breakfast,473.0,350.2,26.0,18.19,5/18-5/24
3206,Friday,Lunch,203.0,159.7,13.0,15.62,5/18-5/24
3206,Friday,Afternoon,106.5,81.5,4.0,26.62,5/18-5/24
3206,Friday,Dinner,220.9,169.4,10.0,22.09,5/18-5/24
3206,Friday,Late night,275.4,217.7,15.0,18.36,5/18-5/24
3206,Saturday,Early morning,40.1,34.7,3.0,13.37,5/18-5/24
3206,Saturday,Breakfast,475.5,352.9,22.0,21.61,5/18-5/24
3206,Saturday,Lunch,131.2,98.9,8.0,16.4,5/18-5/24
3206,Saturday,Afternoon,136.7,93.0,7.0,19.53,5/18-5/24
3206,Saturday,Dinner,218.4,183.8,14.0,15.6,5/18-5/24
3206,Saturday,Late night,187.2,127.1,11.0,17.02,5/18-5/24
3206,Sunday,Early morning,43.3,33.4,3.0,14.43,5/18-5/24
3206,Sunday,Breakfast,205.4,169.6,11.0,18.67,5/18-5/24
3206,Sunday,Lunch,176.0,133.7,9.0,19.56,5/18-5/24
3206,Sunday,Afternoon,287.7,212.4,13.0,22.13,5/18-5/24
3206,Sunday,Dinner,127.7,93.9,9.0,14.19,5/18-5/24
3206,Sunday,Late night,124.7,95.4,7.0,17.81,5/18-5/24
493,Monday,Early morning,0.0,-9.2,1.0,0.0,5/18-5/24
493,Monday,Breakfast,199.8,155.6,12.0,16.65,5/18-5/24
493,Monday,Lunch,187.0,141.2,11.0,17.0,5/18-5/24
493,Monday,Afternoon,110.3,88.0,6.0,18.38,5/18-5/24
493,Monday,Dinner,164.3,140.5,9.0,18.26,5/18-5/24
493,Monday,Late night,178.7,145.2,12.0,14.89,5/18-5/24
493,Tuesday,Early morning,0.0,-10.9,3.0,0.0,5/18-5/24
493,Tuesday,Breakfast,140.1,100.3,6.0,23.35,5/18-5/24
493,Tuesday,Lunch,118.0,90.2,8.0,14.75,5/18-5/24
493,Tuesday,Afternoon,21.4,18.7,1.0,21.4,5/18-5/24
493,Tuesday,Dinner,150.2,122.5,8.0,18.77,5/18-5/24
493,Tuesday,Late night,124.7,91.6,8.0,15.59,5/18-5/24
493,Wednesday,Early morning,0.0,0.0,0.0,0.0,5/18-5/24
493,Wednesday,Breakfast,66.2,56.2,5.0,13.24,5/18-5/24
493,Wednesday,Lunch,113.8,71.7,6.0,18.97,5/18-5/24
493,Wednesday,Afternoon,78.1,62.5,5.0,15.62,5/18-5/24
493,Wednesday,Dinner,203.5,155.2,10.0,20.35,5/18-5/24
493,Wednesday,Late night,178.5,184.4,11.0,16.23,5/18-5/24
493,Thursday,Early morning,0.0,0.0,0.0,0.0,5/18-5/24
493,Thursday,Breakfast,94.6,73.7,6.0,15.77,5/18-5/24
493,Thursday,Lunch,60.9,52.2,3.0,20.3,5/18-5/24
493,Thursday,Afternoon,148.8,107.4,4.0,37.2,5/18-5/24
493,Thursday,Dinner,364.3,290.3,17.0,21.43,5/18-5/24
493,Thursday,Late night,351.2,273.4,18.0,19.51,5/18-5/24
493,Friday,Early morning,667.3,584.2,49.0,13.62,5/18-5/24
493,Friday,Breakfast,354.2,255.4,22.0,16.1,5/18-5/24
